,date,daylight_duration,sunshine_duration,rain_sum,showers_sum,snowfall_sum,precipitation_hours,shortwave_radiation_sum,et0_fao_evapotranspiration,temperature_2m_mean,dew_point_2m_mean,cloud_cover_mean,leaf_wetness_probability_mean,precipitation_sum,relative_humidity_2m_mean,pressure_msl_mean,surface_pressure_mean,wind_gusts_10m_mean,wind_speed_10m_mean,apparent_temperature_mean,date_anomaly_score,date_anomaly_flag,daylight_duration_anomaly_score,daylight_duration_anomaly_flag,sunshine_duration_anomaly_score,sunshine_duration_anomaly_flag,rain_sum_anomaly_score,rain_sum_anomaly_flag,showers_sum_anomaly_score,showers_sum_anomaly_flag,snowfall_sum_anomaly_score,snowfall_sum_anomaly_flag,precipitation_hours_anomaly_score,precipitation_hours_anomaly_flag,shortwave_radiation_sum_anomaly_score,shortwave_radiation_sum_anomaly_flag,et0_fao_evapotranspiration_anomaly_score,et0_fao_evapotranspiration_anomaly_flag,temperature_2m_mean_anomaly_score,temperature_2m_mean_anomaly_flag,dew_point_2m_mean_anomaly_score,dew_point_2m_mean_anomaly_flag,cloud_cover_mean_anomaly_score,cloud_cover_mean_anomaly_flag,leaf_wetness_probability_mean_anomaly_score,leaf_wetness_probability_mean_anomaly_flag,precipitation_sum_anomaly_score,precipitation_sum_anomaly_flag,relative_humidity_2m_mean_anomaly_score,relative_humidity_2m_mean_anomaly_flag,pressure_msl_mean_anomaly_score,pressure_msl_mean_anomaly_flag,surface_pressure_mean_anomaly_score,surface_pressure_mean_anomaly_flag,wind_gusts_10m_mean_anomaly_score,wind_gusts_10m_mean_anomaly_flag,wind_speed_10m_mean_anomaly_score,wind_speed_10m_mean_anomaly_flag,apparent_temperature_mean_anomaly_score,apparent_temperature_mean_anomaly_flag
188,2024-06-09,69059.71,38199.035,2.9857142,0.0,0.0,4.142857,17.39143,2.7365644,11.821845,6.8751187,80.53571,58.5814,2.9857142,73.704796,1004.7744,996.0255,14.79,5.308131,10.33182,0.11217462804343026,1,0.0187578728646125,1,0.14887970099987818,1,0.10680148571077408,1,0.0,1,0.29695101169835014,1,0.13349680267878977,1,0.12421890802934771,1,0.11301672746160807,1,0.2015822379126051,1,0.16009288211814166,1,0.1958560680586689,1,0.0964812158949585,1,0.16034704902061692,1,0.21382063926611622,1,0.22840403963448475,1,0.2151572522089002,1,0.25348205260123013,1,0.23327295249206892,1,0.1803161122757454,1
189,2024-06-16,70015.85,40791.402,2.3142855,0.0,0.0,4.0,18.12143,3.020395,13.419762,8.389999,62.202385,57.402504,2.3142855,73.440636,1015.37854,1006.58575,14.4492855,5.5234666,12.30856,0.11374336731459683,1,0.009805178003150394,1,0.11535135914852568,1,0.142134909695317,1,0.0,1,0.29695101169835014,1,0.09509741808953448,1,0.1420884151839663,1,0.08566856006412504,1,0.20810455478896756,1,0.18899204112344026,1,0.1710521606635521,1,0.09363523987024613,1,0.15048889663045623,1,0.22183974322111066,1,0.23883104719208814,1,0.23350295027477452,1,0.23547284299712268,1,0.2278463955874766,1,0.20537754495732935,1
190,2024-06-23,70382.055,60573.19,0.34285712,0.0,0.0,0.85714287,25.258572,4.2448215,16.079287,8.794166,32.93452,36.889595,0.34285712,64.145676,1013.31726,1004.6222,16.133572,5.874404,15.066373,0.11292932021581781,1,-0.01979054036329031,-1,-0.08891888079789423,-1,0.16592398777759654,1,0.0,1,0.29695101169835014,1,0.04354578917086238,1,-0.09085251757781343,-1,0.009473362570521227,1,0.18123827141513166,1,0.19038592202960286,1,0.010540252735533273,1,0.02186173267849567,1,0.15308505925688126,1,0.20396026331185363,1,0.24012543054290758,1,0.2401911996422978,1,0.25871008093570086,1,0.2452616899339381,1,0.1496847653024288,1
191,2024-06-30,70086.93,55492.445,0.31428573,0.0,0.0,0.71428573,23.02,4.062298,17.117975,9.903987,51.82143,34.660923,0.31428573,64.6177,1012.8708,1004.21136,16.073572,5.540299,16.400133,0.10785758600009215,1,0.010553715606012481,1,0.0125184928874853,1,0.14803697092103169,1,0.0,1,0.29695101169835014,1,0.004551386641424404,1,0.001700502899563916,1,-0.002606988521482112,-1,0.11674545054690721,1,0.20314201260631248,1,0.11554277137815372,1,0.07940881957714574,1,0.13307993246155636,1,0.23295032709660551,1,0.2550117234346899,1,0.2365747810721463,1,0.26783120339338556,1,0.22628825874687075,1,0.11400229636288794,1
192,2024-07-07,69188.74,25137.002,1.6142857,0.0,0.0,6.142857,12.832856,2.4926593,14.348928,9.127202,84.85714,53.34417,1.6142857,72.403725,1022.056,1013.23517,19.262144,8.1210165,12.973261,0.10869010402624718,1,0.017907713156312788,1,0.17095005294955606,1,0.15023647703138504,1,0.0,1,0.29695101169835014,1,0.10341572826227496,1,0.13995114542370524,1,0.15447007404502922,1,0.20171721968766582,1,0.19392297987125207,1,0.203232880968786,1,0.07012066080497636,1,0.16825090939401888,1,0.22781509854775367,1,0.1911882376446245,1,0.16649745789302217,1,0.1948044547911177,1,0.2435367197512449,1,0.1920319774893982,1
193,2024-07-14,67816.76,30063.049,6.6142855,0.0,0.0,11.142858,13.187142,2.2208257,13.828392,10.38375,86.39286,69.66189,6.6142855,81.12455,1009.1191,1000.3944,13.733571,4.9186015,13.2575445,0.10640682396639634,1,0.018330195436124908,1,0.16637373249033272,1,0.07169360763049804,1,0.0,1,0.29695101169835014,1,0.06550789576849936,1,0.10598217999814052,1,0.12440343800530484,1,0.2101351838594973,1,0.17671111323306637,1,0.20824852824198498,1,0.0690178774183301,1,0.07593349385190673,1,0.24858313948257477,1,0.2656408372357663,1,0.2579508627742688,1,0.25276776595202133,1,0.19329324864122194,1,0.18597463911795653,1
194,2024-07-21,66051.04,38594.355,4.1857142,0.0,0.0,8.142858,17.024286,2.6914475,13.334345,9.910237,58.75,69.9547,4.1857142,81.246635,1015.57916,1006.7828,13.900713,4.968796,12.682628,0.10698539404455515,1,0.0222658871423701,1,0.1372102983855365,1,0.12694668479258747,1,0.0,1,0.29695101169835014,1,0.11276562957023029,1,0.0810881848252496,1,0.13451632867789026,1,0.21525811996935407,1,0.20383051796831242,1,0.12314485900664218,1,0.07395607358838996,1,0.1211692187940378,1,0.24516322776216404,1,0.24282271959870272,1,0.23381990135977615,1,0.26036218710075587,1,0.19963043165518357,1,0.1919595771229075,1
195,2024-07-28,64010.99,39406.312,3.5285714,0.0,0.0,5.142857,16.745714,2.8488781,15.920655,12.084642,73.14286,59.947998,3.5285714,79.129524,1013.5256,1004.82556,16.024286,6.2100334,15.739143,0.10412571299397771,1,0.0307881445642344,1,0.12644117013480527,1,0.12165019182534165,1,0.0,1,0.29695101169835014,1,0.12530449430030416,1,0.09851281058500683,1,0.10192642449631051,1,0.18133277083348592,1,0.07809117663245524,1,0.19423392025805952,1,0.08883430248835056,1,0.14350916709747324,1,0.25267911147950955,1,0.24762421423170117,1,0.2451150623882437,1,0.27247327072773836,1,0.24038284240312924,1,0.13629863124108532,1
196,2024-08-04,61833.3,30136.605,3.7571428,0.0,0.0,9.142858,13.634285,2.3352852,13.708155,9.879881,83.60119,65.560905,3.7571428,79.135574,1014.10834,1005.3368,17.635714,7.5239873,12.606202,0.10239162630572657,1,0.03427326745820025,1,0.16645635060153735,1,0.12577429364866416,1,0.0,1,0.29695101169835014,1,0.11755631670208377,1,0.11151906133863898,1,0.10793940907197952,1,0.2074739090677794,1,0.20040983714227995,1,0.21593259493723893,1,0.07606637683734407,1,0.12759559190081493,1,0.2533618668158755,1,0.2428059040567498,1,0.22810012558678194,1,0.23584377423163394,1,0.22864573603269428,1,0.20213592193390362,1
197,2024-08-11,59528.04,13292.653,13.328572,0.0,0.0,14.0,8.411428,1.5595349,13.970655,11.484048,86.47023,76.11703,13.328572,86.3834,1012.35004,1003.60095,14.219999,5.898276,13.67394,0.099147259262864,1,0.039449943396370646,1,0.1669899266614206,1,-0.15571102342679888,-1,0.0,1,0.29695101169835014,1,-0.08849326198817564,-1,0.13988644931778776,1,0.1310809814234758,1,0.21756124217623862,1,0.12123324660089385,1,0.20419489108557493,1,0.07895728526721824,1,-0.175120617018517,-1,0.1891761095830139,1,0.2555730343953747,1,0.2417271387768744,1,0.23941507041950283,1,0.24533195624382337,1,0.19032247152968135,1
